t [s]	Ux [V]	Uy [V]
15,53159	2,971028	0,003802
15,54159	2,902202	0,006354
15,565015	2,723766	0,008906
15,575015	2,647293	0,002526
15,585015	2,564447	0,00763
15,595015	2,499446	0,002526
15,605015	2,429346	0,006354
15,615015	2,361795	0,008906
15,625015	2,303166	0,003802
15,635015	2,244536	0,00763
15,645015	2,191005	0,006354
15,655015	2,133651	0,008906
15,677596	2,022765	0,006354
15,687596	1,976882	0,006354
15,697596	1,924625	0,002526
15,707596	1,873644	0,006354
15,717596	1,829034	0,006354
15,727596	1,781876	0,008906
15,737596	1,727071	0,006354
15,747596	1,688834	0,008906
15,757596	1,63148	0,003802
15,767596	1,579223	0,008906
15,7951	1,432651	0,00763
15,8051	1,382943	0,00763
15,8151	1,331962	0,006354
15,8251	1,275882	0,002526
15,8351	1,228723	0,010181
15,8451	1,176467	0,006354
15,8551	1,121662	0,00763
15,8651	1,064307	0,00763
15,8751	1,006952	0,005078
15,8851	0,947049	0,006354
15,908186	0,814496	0,008906
15,918186	0,763514	0,005078
15,928186	0,70616	0,006354
15,938186	0,648805	0,005078
15,948186	0,605471	0,005078
15,958186	0,548116	0,008906
15,968186	0,490761	0,006354
15,978186	0,43723	0,008906
15,988186	0,384974	0,003802
15,998186	0,333992	0,008906
16,012567	0,251147	0,002526
16,022567	0,19889	0,002526
16,032567	0,146634	0,002526
16,042567	0,102025	0,006354
16,052567	0,051043	0,006354
16,062567	0,008983	0,006354
16,072567	-0,036901	0,006354
16,082567	-0,078961	0,008906
16,092567	-0,12357	0,006354
16,102567	-0,168179	0,003802
16,116878	-0,238279	0,002526
16,126878	-0,275241	0,008906
16,136878	-0,323673	0,002526
16,146878	-0,363184	0,008906
16,156878	-0,407793	0,002526
16,166878	-0,448579	0,006354
16,176878	-0,486815	0,005078
16,186878	-0,522503	0,010181
16,196878	-0,565837	0,003802
16,206878	-0,592603	0,008906
16,221237	-0,638486	0,008906
16,231237	-0,666526	0,006354
16,241237	-0,69839	0,006354
16,251237	-0,725155	0,006354
16,261237	-0,744273	0,00763
16,271237	-0,774863	0,010181
16,281237	-0,801628	0,003802
16,291237	-0,829668	0,006354
16,301237	-0,856434	0,008906
16,311237	-0,892121	0,005078
16,338013	-0,963495	0,006354
16,348013	-0,994084	0,006354
16,358013	-1,017026	0,006354
16,368013	-1,038694	0,008906
16,378013	-1,066734	0,003802
16,388013	-1,083303	0,006354
16,398013	-1,098597	0,006354
16,408013	-1,111343	0,006354
16,418013	-1,115166	0,002526
16,428013	-1,11899	0,002526
16,446299	-1,124088	0,002526
16,456299	-1,121539	0,003802
16,466299	-1,121539	0,008906
16,476299	-1,121539	0,003802
16,486299	-1,11899	0,00763
16,496299	-1,121539	0,010181
16,506299	-1,121539	0,006354
16,516299	-1,11899	0,002526
16,526299	-1,115166	0,008906
16,536299	-1,122814	0,002526
16,558999	-1,121539	0,002526
16,568999	-1,115166	0,006354
16,578999	-1,106245	0,00763
16,588999	-1,085852	0,006354
16,598999	-1,075655	0,003802
16,608999	-1,047615	0,008906
16,618999	-1,018301	0,008906
16,628999	-0,981339	0,005078
16,638999	-0,946926	0,010181
16,648999	-0,899768	0,005078
16,677958	-0,773588	0,010181
16,687958	-0,735352	0,005078
16,697958	-0,688193	0,008906
16,707958	-0,646133	0,005078
16,717958	-0,602799	0,002526
16,727958	-0,545444	0,00763
16,737958	-0,489364	0,006354
16,747958	-0,437108	0,003802
16,757958	-0,372106	0,008906
16,767958	-0,31985	0,006354
16,789722	-0,180924	0,006354
16,799722	-0,115922	0,006354
16,809722	-0,048371	0,002526
16,819722	0,023003	0,006354
16,829722	0,090554	0,010181
16,839722	0,158105	0,005078
16,849722	0,232029	0,005078
16,859722	0,31105	0,008906
16,869722	0,38115	0,006354
16,879722	0,457623	0,006354
16,897759	0,611843	0,008906
16,907759	0,684492	0,006354
16,917759	0,76224	0,005078
16,927759	0,838712	0,006354
16,937759	0,906263	0,002526
16,947759	0,991658	0,008906
16,957759	1,060483	0,002526
16,967759	1,131858	0,010181
16,977759	1,203232	0,001251
16,987759	1,273333	0,010181
17,002116	1,361276	0,006354
17,012116	1,42118	0,002526
17,022116	1,487456	0,008906
17,032116	1,544811	0,006354
17,042116	1,60344	0,002526
17,052116	1,667167	0,005078
17,062116	1,72962	0,006354
17,072116	1,795896	0,005078
17,082116	1,863447	0,008906
17,092116	1,922076	0,003802
17,121558	2,120905	0,005078
17,131558	2,185907	0,008906
17,141558	2,250909	0,002526
17,151558	2,321009	0,002526
17,161558	2,387286	0,002526
17,171558	2,466307	0,006354
17,181558	2,533858	0,006354
17,191558	2,607782	0,005078
17,201558	2,675333	0,005078
17,211558	2,746707	0,008906
17,226827	2,833377	0,003802
17,236827	2,900927	0,006354
17,246827	2,959557	0,003802
17,256827	3,016911	0,008906
17,266827	3,07554	0,006354
17,276827	3,135444	0,002526
17,286827	3,195348	0,008906
17,296827	3,24378	0,006354
17,306827	3,294762	0,003802
17,316827	3,350842	0,008906
17,345505	3,491042	0,008906
17,355505	3,539475	0,006354
17,365505	3,586633	0,002526
17,375505	3,637615	0,006354
17,385505	3,698793	0,010181
17,395505	3,754873	0,006354
17,405505	3,80713	0,005078
17,415505	3,868308	0,008906
17,425505	3,935859	0,006354
17,435505	3,988115	0,005078
17,458307	4,124491	0,010181
17,468307	4,178022	0,006354
17,478307	4,236651	0,006354
17,488307	4,295281	0,006354
17,498307	4,357733	0,008906
17,508307	4,418912	0,006354
17,518307	4,477541	0,005078
17,528307	4,537444	0,006354
17,538307	4,602446	0,008906
17,548307	4,655977	0,006354
17,563184	4,740097	0,003802
17,573184	4,80255	0,006354
17,583184	4,856081	0,003802
17,593184	4,910886	0,008906
17,603184	4,964417	0,002526
17,613184	5,024321	0,006354
17,623184	5,071479	0,003802
17,633184	5,136481	0,008906
17,643184	5,191286	0,006354
17,653184	5,247366	0,002526
17,672801	5,365899	0,010181
17,682801	5,416881	0,002526
17,692801	5,476785	0,006354
17,702801	5,541786	0,008906
17,712801	5,596592	0,002526
17,722801	5,662868	0,010181
17,732801	5,729145	0,005078
17,742801	5,787774	0,005078
17,752801	5,846403	0,005078
17,762801	5,898659	0,005078
17,785073	6,040134	0,008906
17,795073	6,091116	0,002526
17,805073	6,151019	0,005078
17,815073	6,207099	0,008906
17,825073	6,263179	0,003802
17,835073	6,321808	0,006354
17,845073	6,377888	0,006354
17,855073	6,436518	0,005078
17,865073	6,487499	0,00763
17,875073	6,547403	0,006354
17,904605	6,697799	0,008906
17,914605	6,748781	0,008906
17,924605	6,794665	0,006354
17,934605	6,839274	0,002526
17,944605	6,892805	0,00763
17,954605	6,936139	0,008906
17,964605	6,987121	0,006354
17,974605	7,03173	0,00763
17,984605	7,075065	0,008906
17,994605	7,112027	0,002526
18,017295	7,211441	0,008906
18,027295	7,247129	0,006354
18,037295	7,282816	0,003802
18,047295	7,319778	0,006354
18,057295	7,347818	0,003802
18,067295	7,378407	0,003802
18,077295	7,41282	0,008906
18,087295	7,435761	0,002526
18,097295	7,462527	0,006354
18,107295	7,484194	0,006354
18,123611	7,522431	0,006354
18,133611	7,549196	0,008906
18,143611	7,569589	0,006354
18,153611	7,598903	0,006354
18,163611	7,63714	0,008906
18,173611	7,666454	0,006354
18,183611	7,688122	0,002526
18,193611	7,72126	0,008906
18,203611	7,750574	0,002526
18,213611	7,782438	0,010181
18,236858	7,867832	0,008906
18,246858	7,906069	0,006354
18,256858	7,949403	0,008906
18,266858	7,986365	0,008906
18,276858	8,018229	0,005078
18,286858	8,053916	0,006354
18,296858	8,089603	0,010181
18,306858	8,124016	0,008906
18,316858	8,157154	0,003802
18,326858	8,189018	0,002526
18,340735	8,233627	0,005078
18,350735	8,262942	0,005078
18,360735	8,293531	0,002526
18,370735	8,315198	0,006354
18,380735	8,345787	0,002526
18,390735	8,375102	0,006354
18,400735	8,396769	0,010181
18,410735	8,419711	0,008906
18,420735	8,442653	0,005078
18,430735	8,455398	0,005078
18,454056	8,49236	0,006354
18,464056	8,508929	0,006354
18,474056	8,517851	0,002526
18,484056	8,5204	0,00763
18,494056	8,529322	0,002526
18,504056	8,539518	0,008906
18,514056	8,538244	0,005078
18,524056	8,544616	0,008906
18,534056	8,547165	0,008906
18,544056	8,554813	0,006354
18,572526	8,567558	0,008906
18,582526	8,567558	0,005078
18,592526	8,570107	0,006354
18,602526	8,585402	0,006354
18,612526	8,587951	0,00763
18,622526	8,591774	0,002526
18,632526	8,591774	0,010181
18,642526	8,594324	0,006354
18,652526	8,587951	0,006354
18,662526	8,5905	0,002526
18,691336	8,591774	0,005078
18,701336	8,587951	0,00763
18,711336	8,591774	0,003802
18,721336	8,5905	0,008906
18,731336	8,5905	0,008906
18,741336	8,589225	0,002526
18,751336	8,591774	0,002526
18,761336	8,594324	0,006354
18,771336	8,589225	0,005078
18,781336	8,5905	0,002526
18,805116	8,589225	0,002526
18,815116	8,594324	0,006354
18,825116	8,591774	0,008906
18,835116	8,587951	0,006354
18,845116	8,580304	0,006354
18,855116	8,561185	0,006354
18,865116	8,536969	0,006354
18,875116	8,519125	0,008906
18,885116	8,488536	0,006354
18,895116	8,459222	0,008906
18,918047	8,377651	0,005078
18,928047	8,336865	0,006354
18,938047	8,289707	0,008906
18,948047	8,245098	0,006354
18,958047	8,190293	0,003802
18,968047	8,14186	0,006354
18,978047	8,084505	0,003802
18,988047	8,022053	0,006354
18,998047	7,963423	0,008906
19,008047	7,895872	0,002526
19,022914	7,793909	0,008906
19,032914	7,70724	0,002526
19,042914	7,634591	0,00763
19,052914	7,554294	0,005078
19,062914	7,470174	0,003802
19,072914	7,396251	0,006354
19,082914	7,322327	0,006354
19,092914	7,245854	0,008906
19,102914	7,170656	0,006354
19,112914	7,10183	0,010181
19,131284	6,960356	0,005078
19,141284	6,886432	0,005078
19,151284	6,829078	0,008906
19,161284	6,752605	0,002526
19,171284	6,68123	0,006354
19,181284	6,613679	0,00763
19,191284	6,552501	0,003802
19,201284	6,487499	0,006354
19,211284	6,42887	0,008906
19,221284	6,368967	0,002526
19,251681	6,202001	0,008906
19,261681	6,140823	0,006354
19,271681	6,09239	0,006354
19,281681	6,033761	0,010181
19,291681	5,981505	0,008906
19,301681	5,931797	0,006354
19,311681	5,876992	0,003802
19,321681	5,819637	0,002526
19,331681	5,75591	0,002526
19,341681	5,69983	0,003802
19,366937	5,562179	0,006354
19,376937	5,508648	0,002526
19,386937	5,458941	0,00763
19,396937	5,402861	0,002526
19,406937	5,350605	0,005078
19,416937	5,290701	0,006354
19,426937	5,232072	0,006354
19,436937	5,174717	0,006354
19,446937	5,116088	0,005078
19,456937	5,056184	0,010181
19,479375	4,91471	0,002526
19,489375	4,861179	0,006354
19,499375	4,797452	0,002526
19,509375	4,738823	0,002526
19,519375	4,680193	0,006354
19,529375	4,636859	0,006354
19,539375	4,583328	0,002526
19,549375	4,529797	0,002526
19,559375	4,48009	0,008906
19,569375	4,425284	0,005078
19,593485	4,287633	0,002526
19,603485	4,235377	0,008906
19,613485	4,180571	0,008906
19,623485	4,123217	0,006354
19,633485	4,067137	0,006354
19,643485	4,004684	0,003802
19,653485	3,946055	0,006354
19,663485	3,892524	0,008906
19,673485	3,828797	0,002526
19,683485	3,777815	0,002526
19,712767	3,645262	0,006354
19,722767	3,600653	0,002526
19,732767	3,564966	0,008906
19,742767	3,513984	0,003802
19,752767	3,475748	0,006354
19,762767	3,438786	0,010181
19,772767	3,392902	0,003802
19,782767	3,349568	0,006354
19,792767	3,302409	0,006354
19,802767	3,264173	0,006354
19,826499	3,1877	0,008906
19,836499	3,149464	0,003802
19,846499	3,116326	0,002526
19,856499	3,083188	0,005078
19,866499	3,042402	0,008906
19,876499	3,004166	0,008906
19,886499	2,955733	0,002526
19,896499	2,913673	0,005078
19,906499	2,86524	0,008906
19,916499	2,828278	0,008906
19,934875	2,737786	0,003802
19,944875	2,703373	0,00763
19,954875	2,653666	0,010181
19,964875	2,600135	0,006354
19,974875	2,554251	0,006354
19,984875	2,509642	0,008906
19,994875	2,456111	0,006354
20,004875	2,408953	0,010181
20,014875	2,355422	0,006354
20,024875	2,303166	0,002526
20,04325	2,215222	0,008906
20,05325	2,157867	0,002526
20,06325	2,110709	0,006354
20,07325	2,063551	0,005078
20,08325	2,013844	0,006354
20,09325	1,966685	0,002526
20,10325	1,914429	0,008906
20,11325	1,86982	0,002526
20,12325	1,830309	0,00763
20,13325	1,780602	0,006354
20,160553	1,690109	0,006354
20,170553	1,655696	0,006354
20,180553	1,622558	0,006354
20,190553	1,588145	0,006354
20,200553	1,553733	0,006354
20,210553	1,525693	0,006354
20,220553	1,493829	0,002526
20,230553	1,47726	0,006354
20,240553	1,441573	0,00763
20,250553	1,416082	0,006354
20,263875	1,376571	0,003802
20,273875	1,358727	0,008906
20,283875	1,328138	0,002526
20,293875	1,297549	0,001251
20,303875	1,272058	0,005078
20,313875	1,245292	0,006354
20,323875	1,2249	0,006354
20,333875	1,194311	0,006354
20,343875	1,173918	0,008906
20,353875	1,153525	0,006354
20,369614	1,107642	0,003802
20,379614	1,083425	0,010181
20,389614	1,047738	0,002526
20,399614	1,017149	0,010181
20,409614	0,980187	0,006354
20,419614	0,955971	0,006354
20,429614	0,91646	0,010181
20,439614	0,883321	0,005078
20,449614	0,845085	0,008906
20,459614	0,809398	0,002526
20,476686	0,755867	0,006354
20,486686	0,715081	0,002526
20,496686	0,673021	0,006354
20,506686	0,637334	0,008906
20,516686	0,605471	0,002526
20,526686	0,573607	0,008906
20,536686	0,530272	0,005078
20,546686	0,490761	0,003802
20,556686	0,452525	0,006354
20,566686	0,420661	0,006354
20,580637	0,360758	0,003802
20,590637	0,335267	0,006354
20,600637	0,29958	0,002526
20,610637	0,263892	0,00763
20,620637	0,233303	0,003802
20,630637	0,209087	0,008906
20,640637	0,173399	0,002526
20,650637	0,146634	0,003802
20,660637	0,118594	0,006354
20,670637	0,10075	0,006354
20,697246	0,042121	0,006354
20,707246	0,020454	0,006354
20,717246	0,010258	0,005078
20,727246	-0,012684	0,006354
20,737246	-0,026704	0,00763
20,747246	-0,045822	0,003802
20,757246	-0,050921	0,006354
20,767246	-0,064941	0,006354
20,777246	-0,08151	0,003802
20,787246	-0,094255	0,003802
20,802477	-0,118472	0,006354
20,812477	-0,133766	0,002526
20,822477	-0,15161	0,002526
20,832477	-0,16563	0,002526
20,842477	-0,173277	0,006354
20,852477	-0,186022	0,008906
20,862477	-0,208964	0,003802
20,872477	-0,216612	0,006354
20,882477	-0,23573	0,006354
20,892477	-0,248475	0,008906
20,911947	-0,284162	0,005078
20,921947	-0,299457	0,006354
20,931947	-0,317301	0,003802
20,941947	-0,335144	0,002526
20,951947	-0,350439	0,006354
20,961947	-0,367008	0,003802
20,971947	-0,383577	0,006354
20,981947	-0,395048	0,006354
20,991947	-0,411617	0,005078
21,001947	-0,430735	0,002526
21,024023	-0,457501	0,002526
21,034023	-0,471521	0,006354
21,044023	-0,477893	0,008906
21,054023	-0,490639	0,008906
21,064023	-0,504659	0,00763
21,074023	-0,518679	0,002526
21,084023	-0,525052	0,010181
21,094023	-0,537797	0,010181
21,104023	-0,549268	0,008906
21,114023	-0,564563	0,006354
21,141541	-0,610446	0,002526
21,151541	-0,625741	0,00763
21,161541	-0,647408	0,008906
21,171541	-0,661428	0,008906
21,181541	-0,683095	0,008906
21,191541	-0,703488	0,00763
21,201541	-0,725155	0,006354
21,211541	-0,74045	0,006354
21,221541	-0,755744	0,006354
21,231541	-0,769764	0,008906
21,260912	-0,820746	0,006354
21,270912	-0,83859	0,002526
21,280912	-0,847512	0,006354
21,290912	-0,862806	0,006354
21,300912	-0,88065	0,006354
21,310912	-0,895944	0,005078
21,320912	-0,913788	0,003802
21,330912	-0,929083	0,006354
21,340912	-0,953299	0,008906
21,350912	-0,97879	0,006354
21,366118	-1,011928	0,006354
21,376118	-1,038694	0,005078
21,386118	-1,069283	0,010181
21,396118	-1,112617	0,005078
21,406118	-1,145755	0,006354
21,416118	-1,177619	0,003802
21,426118	-1,220954	0,008906
21,436118	-1,255366	0,002526
21,446118	-1,285955	0,006354
21,456118	-1,308897	0,002526
21,474118	-1,338212	0,005078
21,484118	-1,348408	0,006354
21,494118	-1,345859	0,006354
21,504118	-1,345859	0,005078
21,514118	-1,345859	0,008906
21,524118	-1,350957	0,003802
21,534118	-1,348408	0,006354
21,544118	-1,347134	0,006354
21,554118	-1,344585	0,010181
21,564118	-1,345859	0,006354
21,580676	-1,330565	0,010181
21,590676	-1,320368	0,003802
21,600676	-1,302525	0,00763
21,610676	-1,285955	0,006354
21,620676	-1,265563	0,005078
21,630676	-1,234974	0,008906
21,640676	-1,201835	0,005078
21,650676	-1,168697	0,008906
21,660676	-1,14703	0,006354
21,670676	-1,111343	0,006354
21,694927	-1,023399	0,006354
21,704927	-0,981339	0,006354
21,714927	-0,939279	0,002526
21,724927	-0,888297	0,006354
21,734927	-0,847512	0,006354
21,744927	-0,795255	0,008906
21,754927	-0,753195	0,006354
21,764927	-0,704763	0,006354
21,774927	-0,648683	0,006354
21,784927	-0,593877	0,006354
21,81164	-0,421813	0,006354
21,82164	-0,351713	0,006354
21,83164	-0,287986	0,006354
21,84164	-0,210239	0,010181
21,85164	-0,147786	0,005078
21,86164	-0,066215	0,006354
21,87164	0,006434	0,008906
21,88164	0,075259	0,002526
21,89164	0,151732	0,006354
21,90164	0,218009	0,006354
21,915956	0,32762	0,006354
21,925956	0,402818	0,008906
21,935956	0,471643	0,003802
21,945956	0,544292	0,008906
21,955956	0,614392	0,006354
21,965956	0,676845	0,002526
21,975956	0,763514	0,008906
21,985956	0,824692	0,002526
21,995956	0,894792	0,006354
22,005956	0,962343	0,002526
22,024486	1,094896	0,008906
22,034486	1,167545	0,00763
22,044486	1,240194	0,006354
22,054486	1,316667	0,005078
22,064486	1,388042	0,006354
22,074486	1,472162	0,006354
22,084486	1,551183	0,006354
22,094486	1,630205	0,006354
22,104486	1,709227	0,005078
22,114486	1,795896	0,006354
22,130668	1,9259	0,006354
22,140668	2,007471	0,006354
22,150668	2,087767	0,006354
22,160668	2,166789	0,006354
22,170668	2,252184	0,010181
22,180668	2,335029	0,002526
22,190668	2,4166	0,003802
22,200668	2,507093	0,008906
22,210668	2,578467	0,005078
22,220668	2,670235	0,003802
22,23644	2,797689	0,010181
22,24644	2,870338	0,005078
22,25644	2,957008	0,010181
22,26644	3,024558	0,002526
22,27644	3,104855	0,006354
22,28644	3,1877	0,006354
22,29644	3,259075	0,005078
22,30644	3,331724	0,006354
22,31644	3,404373	0,008906
22,32644	3,477022	0,002526
22,350768	3,656733	0,006354
22,360768	3,73448	0,006354
22,370768	3,794384	0,005078
22,380768	3,873406	0,008906
22,390768	3,942231	0,006354
22,400768	4,022528	0,006354
22,410768	4,090079	0,003802
22,420768	4,165277	0,006354
22,430768	4,236651	0,006354
22,440768	4,313124	0,006354
22,466019	4,503032	0,006354
22,476019	4,573132	0,006354
22,486019	4,643232	0,010181
22,496019	4,708233	0,006354
22,506019	4,764313	0,006354
22,516019	4,83059	0,003802
22,526019	4,891768	0,006354
22,536019	4,945299	0,006354
22,546019	5,003928	0,008906
22,556019	5,057459	0,002526
22,578507	5,188737	0,008906
22,588507	5,240994	0,006354
22,598507	5,302172	0,006354
22,608507	5,356977	0,006354
22,618507	5,40541	0,008906
22,628507	5,456392	0,006354
22,638507	5,518845	0,006354
22,648507	5,572375	0,006354
22,658507	5,642476	0,003802
22,668507	5,710026	0,002526
22,692483	5,851501	0,008906
22,702483	5,902483	0,006354
22,712483	5,96621	0,006354
22,722483	6,015917	0,006354
22,732483	6,070723	0,008906
22,742483	6,121705	0,006354
22,752483	6,172687	0,002526
22,762483	6,227492	0,005078
22,772483	6,277199	0,00763
22,782483	6,329456	0,002526
22,800683	6,42887	0,003802
22,810683	6,482401	0,003802
22,820683	6,534658	0,006354
22,830683	6,575443	0,003802
22,840683	6,622601	0,010181
22,850683	6,668485	0,006354
22,860683	6,70927	0,008906
22,870683	6,753879	0,006354
22,880683	6,788292	0,003802
22,890683	6,829078	0,005078
22,911264	6,880059	0,002526
22,921264	6,920845	0,006354
22,931264	6,938689	0,006354
22,941264	6,970552	0,005078
22,951264	7,002416	0,006354
22,961264	7,022809	0,003802
22,971264	7,049574	0,002526
22,981264	7,081438	0,008906
22,991264	7,10183	0,00763
23,001264	7,134969	0,002526
23,028538	7,221638	0,006354
23,038538	7,248403	0,006354
23,048538	7,28664	0,003802
23,058538	7,313405	0,006354
23,068538	7,338896	0,008906
23,078538	7,363112	0,002526
23,088538	7,394976	0,008906
23,098538	7,417918	0,006354
23,108538	7,449781	0,006354
23,118538	7,484194	0,010181
23,132236	7,530078	0,006354
23,142236	7,56704	0,010181
23,152236	7,600178	0,006354
23,162236	7,640963	0,003802
23,172236	7,681749	0,010181
23,182236	7,713612	0,002526
23,192236	7,756947	0,006354
23,202236	7,811752	0,00763
23,212236	7,83342	0,008906
23,222236	7,867832	0,00763
23,237208	7,93156	0,008906
23,247208	7,960874	0,002526
23,257208	7,992738	0,010181
23,267208	8,016954	0,006354
23,277208	8,034798	0,002526
23,287208	8,059014	0,006354
23,297208	8,065387	0,006354
23,307208	8,075583	0,005078
23,317208	8,074309	0,00763
23,327208	8,084505	0,006354
23,346132	8,102349	0,008906
23,356132	8,104898	0,002526
23,366132	8,117643	0,006354
23,376132	8,131663	0,006354
23,386132	8,145683	0,005078
23,396132	8,162253	0,006354
23,406132	8,185194	0,008906
23,416132	8,195391	0,002526
23,426132	8,228529	0,008906
23,436132	8,245098	0,006354
23,451533	8,292256	0,006354
23,461533	8,321571	0,010181
23,471533	8,345787	0,003802
23,481533	8,371278	0,006354
23,491533	8,386573	0,006354
23,501533	8,405691	0,005078
23,511533	8,424809	0,006354
23,521533	8,442653	0,006354
23,531533	8,455398	0,006354
23,541533	8,465594	0,00763
23,565268	8,468144	0,002526
23,575268	8,474516	0,006354
23,585268	8,468144	0,006354
23,595268	8,470693	0,008906
23,605268	8,468144	0,006354
23,615268	8,469418	0,002526
23,625268	8,471967	0,008906
23,635268	8,468144	0,006354
23,645268	8,456673	0,006354
23,655268	8,438829	0,008906
23,684063	8,345787	0,003802
23,694063	8,306276	0,003802
23,704063	8,261667	0,006354
23,714063	8,205587	0,002526
23,724063	8,152056	0,008906
23,734063	8,095976	0,006354
23,744063	8,033523	0,002526
23,754063	7,982542	0,008906
23,764063	7,914991	0,008906
23,774063	7,86146	0,008906
23,803861	7,683023	0,008906
23,813861	7,616747	0,006354
23,823861	7,550471	0,008906
23,833861	7,495665	0,005078
23,843861	7,431938	0,010181
23,853861	7,373309	0,006354
23,863861	7,313405	0,008906
23,873861	7,261149	0,006354
23,883861	7,20252	0,006354
23,893861	7,152812	0,008906
23,918352	7,02026	0,001251
23,928352	6,969278	0,008906
23,938352	6,90555	0,003802
23,948352	6,853294	0,008906
23,958352	6,794665	0,010181
23,968352	6,728389	0,006354
23,978352	6,662112	0,002526
23,988352	6,604758	0,010181
23,998352	6,546128	0,005078
24,008352	6,48495	0,006354
24,027881	6,365143	0,008906
24,037881	6,296318	0,006354
24,047881	6,235139	0,002526
24,057881	6,173961	0,002526
24,067881	6,107685	0,008906
24,077881	6,033761	0,005078
24,087881	5,962387	0,006354
24,097881	5,892286	0,006354
24,107881	5,819637	0,002526
24,117881	5,745714	0,002526
24,130726	5,645025	0,003802
24,140726	5,577474	0,006354
24,150726	5,508648	0,005078
24,160726	5,441097	0,003802
24,170726	5,378645	0,006354
24,180726	5,312368	0,003802
24,190726	5,255014	0,006354
24,200726	5,196384	0,006354
24,210726	5,133932	0,008906
24,220726	5,06893	0,006354
24,249461	4,899415	0,006354
24,259461	4,838237	0,002526
24,269461	4,777059	0,010181
24,279461	4,714606	0,006354
24,289461	4,652153	0,006354
24,299461	4,593524	0,003802
24,309461	4,534895	0,006354
24,319461	4,474992	0,002526
24,329461	4,407441	0,003802
24,339461	4,344988	0,006354
24,36726	4,174199	0,006354
24,37726	4,113021	0,006354
24,38726	4,044195	0,003802
24,39726	3,985566	0,005078
24,40726	3,911642	0,002526
24,41726	3,844091	0,008906
24,42726	3,767619	0,003802
24,43726	3,700068	0,008906
24,44726	3,631242	0,003802
24,45726	3,571339	0,006354
24,479558	3,442609	0,006354
24,489558	3,392902	0,006354
24,499558	3,339371	0,006354
24,509558	3,287115	0,006354
24,519558	3,245055	0,006354
24,529558	3,191524	0,002526
24,539558	3,144366	0,008906
24,549558	3,094658	0,002526
24,559558	3,050049	0,006354
24,569558	2,997793	0,003802
24,593479	2,890731	0,008906
24,603479	2,834651	0,003802
24,613479	2,786218	0,00763
24,623479	2,736511	0,002526
24,633479	2,681706	0,006354
24,643479	2,628175	0,006354
24,653479	2,564447	0,008906
24,663479	2,509642	0,006354
24,673479	2,456111	0,006354
24,683479	2,391109	0,006354
24,711724	2,2063	0,003802
24,721724	2,143847	0,008906
24,731724	2,073747	0,003802
24,741724	2,008745	0,008906
24,751724	1,942469	0,006354
24,761724	1,876193	0,008906
24,771724	1,808642	0,006354
24,781724	1,747464	0,008906
24,791724	1,681187	0,002526
24,801724	1,611087	0,010181
24,830396	1,455593	0,006354
24,840396	1,40716	0,010181
24,850396	1,360002	0,006354
24,860396	1,319216	0,006354
24,870396	1,270783	0,008906
24,880396	1,227449	0,003802
24,890396	1,180291	0,010181
24,900396	1,131858	0,002526
24,910396	1,085974	0,010181
24,920396	1,038816	0,005078
24,942706	0,924107	0,002526
24,952706	0,878223	0,006354
24,962706	0,833614	0,006354
24,972706	0,781358	0,006354
24,982706	0,743121	0,008906
24,992706	0,689591	0,008906
25,002706	0,643707	0,006354
25,012706	0,602921	0,006354
25,022706	0,55194	0,003802
25,032706	0,504781	0,002526
25,054649	0,40919	0,006354
25,064649	0,372229	0,008906
25,074649	0,330169	0,006354
25,084649	0,28556	0,002526
25,094649	0,246049	0,003802
25,104649	0,201439	0,006354
25,114649	0,159379	0,003802
25,124649	0,116045	0,003802
25,134649	0,076534	0,006354
25,144649	0,039572	0,008906
25,157953	-0,017782	0,003802
25,167953	-0,050921	0,002526
25,177953	-0,082784	0,006354
25,187953	-0,113373	0,008906
25,197953	-0,157982	0,00763
25,207953	-0,189846	0,008906
25,217953	-0,22171	0,006354
25,227953	-0,259946	0,006354
25,237953	-0,290535	0,006354
25,247953	-0,321124	0,005078
25,266555	-0,372106	0,006354
25,276555	-0,402695	0,003802
25,286555	-0,43201	0,005078
25,296555	-0,458775	0,006354
25,306555	-0,48809	0,003802
25,316555	-0,518679	0,006354
25,326555	-0,546719	0,00763
25,336555	-0,564563	0,008906
25,346555	-0,587504	0,006354
25,356555	-0,606623	0,006354
25,378833	-0,648683	0,008906
25,388833	-0,667801	0,002526
25,398833	-0,685644	0,008906
25,408833	-0,704763	0,002526
25,418833	-0,725155	0,008906
25,428833	-0,749372	0,006354
25,438833	-0,777412	0,002526
25,448833	-0,808001	0,006354
25,458833	-0,832217	0,006354
25,468833	-0,86663	0,006354
25,484911	-0,911239	0,006354
25,494911	-0,938004	0,006354
25,504911	-0,973692	0,008906
25,514911	-1,005555	0,008906
25,524911	-1,039968	0,002526
25,534911	-1,075655	0,006354
25,544911	-1,099872	0,008906
25,554911	-1,127912	0,010181
25,564911	-1,158501	0,006354
25,574911	-1,187815	0,006354
25,603622	-1,270661	0,003802
25,613622	-1,292328	0,010181
25,623622	-1,31527	0,003802
25,633622	-1,342035	0,003802
25,643622	-1,347134	0,008906
25,653622	-1,354781	0,00763
25,663622	-1,361154	0,002526
25,673622	-1,35733	0,008906
25,683622	-1,35733	0,008906
25,693622	-1,361154	0,002526
25,713038	-1,361154	0,002526
25,723038	-1,35733	0,006354
25,733038	-1,354781	0,010181
25,743038	-1,35733	0,003802
25,753038	-1,349683	0,006354
