T [s]	Ux [V]	Uy [V]
26,546432	7,815576	0,005078
26,57695	7,681749	0,006354
26,58695	7,639689	0,010181
26,59695	7,588707	0,006354
26,60695	7,544098	0,008906
26,61695	7,495665	0,008906
26,62695	7,449781	0,005078
26,63695	7,408996	0,006354
26,64695	7,368211	0,006354
26,65695	7,326151	0,002526
26,66695	7,28664	0,006354
26,690708	7,183401	0,002526
26,700708	7,13242	0,006354
26,710708	7,080163	0,006354
26,720708	7,038103	0,003802
26,730708	6,987121	0,006354
26,740708	6,938689	0,010181
26,750708	6,886432	0,001251
26,760708	6,836725	0,006354
26,770708	6,789567	0,006354
26,780708	6,72329	0,002526
26,797958	6,622601	0,006354
26,807958	6,565247	0,008906
26,817958	6,506618	0,002526
26,827958	6,450538	0,008906
26,837958	6,38681	0,006354
26,847958	6,323083	0,008906
26,857958	6,256807	0,002526
26,867958	6,191805	0,006354
26,877958	6,117881	0,006354
26,887958	6,05033	0,008906
26,91433	5,869345	0,006354
26,92433	5,799245	0,001251
26,93433	5,739341	0,008906
26,94433	5,673065	0,006354
26,95433	5,609337	0,006354
26,96433	5,554532	0,008906
26,97433	5,494628	0,001251
26,98433	5,439823	0,006354
26,99433	5,387566	0,006354
27,00433	5,339134	0,006354
27,034974	5,178541	0,002526
27,044974	5,130108	0,006354
27,054974	5,080401	0,006354
27,064974	5,033243	0,008906
27,074974	4,978437	0,006354
27,084974	4,930004	0,003802
27,094974	4,882846	0,008906
27,104974	4,831864	0,006354
27,114974	4,777059	0,005078
27,124974	4,720979	0,005078
27,147089	4,596073	0,006354
27,157089	4,545092	0,006354
27,167089	4,499208	0,006354
27,177089	4,457148	0,006354
27,187089	4,417637	0,008906
27,197089	4,364106	0,002526
27,207089	4,319497	0,006354
27,217089	4,274888	0,006354
27,227089	4,222631	0,006354
27,237089	4,176748	0,010181
27,252679	4,116844	0,005078
27,262679	4,072235	0,002526
27,272679	4,032724	0,006354
27,282679	3,991939	0,008906
27,292679	3,942231	0,002526
27,302679	3,906544	0,006354
27,312679	3,856837	0,006354
27,322679	3,812228	0,002526
27,332679	3,772717	0,00763
27,342679	3,73703	0,003802
27,361035	3,659282	0,002526
27,371035	3,62487	0,002526
27,381035	3,586633	0,002526
27,391035	3,545848	0,006354
27,401035	3,503788	0,005078
27,411035	3,461728	0,00763
27,421035	3,420942	0,005078
27,431035	3,387804	0,008906
27,441035	3,348293	0,006354
27,451035	3,311331	0,006354
27,473945	3,234858	0,006354
27,483945	3,195348	0,006354
27,493945	3,160935	0,005078
27,503945	3,115051	0,008906
27,513945	3,067893	0,010181
27,523945	3,023284	0,005078
27,533945	2,9774	0,00763
27,543945	2,928967	0,003802
27,553945	2,87926	0,002526
27,563945	2,828278	0,008906
27,593198	2,634547	0,008906
27,603198	2,558075	0,006354
27,613198	2,481602	0,008906
27,623198	2,406404	0,008906
27,633198	2,333755	0,003802
27,643198	2,272576	0,008906
27,653198	2,199927	0,002526
27,663198	2,134925	0,008906
27,673198	2,061002	0,002526
27,683198	1,993451	0,006354
27,705268	1,821387	0,006354
27,715268	1,755111	0,006354
27,725268	1,696482	0,008906
27,735268	1,636578	0,006354
27,745268	1,577949	0,003802
27,755268	1,530791	0,008906
27,765268	1,47726	0,006354
27,775268	1,417356	0,008906
27,785268	1,357453	0,008906
27,795268	1,301373	0,00763
27,810018	1,244018	0,008906
27,820018	1,203232	0,006354
27,830018	1,162447	0,002526
27,840018	1,122936	0,006354
27,850018	1,085974	0,006354
27,860018	1,046463	0,006354
27,870018	0,999305	0,006354
27,880018	0,950872	0,006354
27,890018	0,894792	0,003802
27,900018	0,852732	0,006354
27,919084	0,782632	0,006354
27,929084	0,744396	0,006354
27,939084	0,701061	0,008906
27,949084	0,648805	0,006354
27,959084	0,618216	0,00763
27,969084	0,576156	0,006354
27,979084	0,518801	0,003802
27,989084	0,472918	0,006354
27,999084	0,424485	0,006354
28,009084	0,376052	0,006354
28,033625	0,252421	0,008906
28,043625	0,206538	0,008906
28,053625	0,158105	0,006354
28,063625	0,104574	0,008906
28,073625	0,051043	0,010181
28,083625	-0,005037	0,006354
28,093625	-0,049646	0,006354
28,103625	-0,096804	0,003802
28,113625	-0,143962	0,006354
28,123625	-0,187297	0,006354
28,143042	-0,256122	0,006354
28,153042	-0,285437	0,006354
28,163042	-0,326222	0,008906
28,173042	-0,350439	0,008906
28,183042	-0,379753	0,006354
28,193042	-0,401421	0,006354
28,203042	-0,423088	0,006354
28,213042	-0,44603	0,003802
28,223042	-0,461324	0,003802
28,233042	-0,480443	0,002526
28,255131	-0,525052	0,008906
28,265131	-0,549268	0,006354
28,275131	-0,57221	0,002526
28,285131	-0,58623	0,008906
28,295131	-0,612995	0,006354
28,305131	-0,634663	0,002526
28,315131	-0,655055	0,006354
28,325131	-0,674173	0,006354
28,335131	-0,69839	0,003802
28,345131	-0,714959	0,008906
28,365718	-0,757019	0,005078
28,375718	-0,778686	0,006354
28,385718	-0,805452	0,002526
28,395718	-0,829668	0,006354
28,405718	-0,85261	0,002526
28,415718	-0,873003	0,008906
28,425718	-0,901043	0,008906
28,435718	-0,923984	0,00763
28,445718	-0,945652	0,006354
28,455718	-0,971143	0,006354
28,471885	-1,013203	0,010181
28,481885	-1,039968	0,008906
28,491885	-1,066734	0,010181
28,501885	-1,085852	0,008906
28,511885	-1,110068	0,008906
28,521885	-1,134285	0,006354
28,531885	-1,152128	0,002526
28,541885	-1,17507	0,006354
28,551885	-1,20311	0,001251
28,561885	-1,227326	0,008906
28,580208	-1,270661	0,006354
28,590208	-1,293603	0,003802
28,600208	-1,306348	0,006354
28,610208	-1,326741	0,006354
28,620208	-1,350957	0,00763
28,630208	-1,354781	0,00763
28,640208	-1,361154	0,00763
28,650208	-1,377723	0,006354
28,660208	-1,381546	0,006354
28,670208	-1,382821	0,006354
28,693553	-1,381546	0,003802
28,703553	-1,372625	0,008906
28,713553	-1,372625	0,002526
28,723553	-1,372625	0,006354
28,733553	-1,37135	0,010181
28,743553	-1,370075	0,008906
28,753553	-1,368801	0,006354
28,763553	-1,358605	0,006354
28,773553	-1,352232	0,006354
28,783553	-1,326741	0,003802
28,798807	-1,296152	0,006354
28,808807	-1,268112	0,006354
28,818807	-1,234974	0,006354
28,828807	-1,194188	0,002526
28,838807	-1,158501	0,006354
28,848807	-1,121539	0,008906
28,858807	-1,082028	0,008906
28,868807	-1,03487	0,008906
28,878807	-0,991535	0,005078
28,888807	-0,935455	0,010181
28,91246	-0,802903	0,006354
28,92246	-0,744273	0,005078
28,93246	-0,681821	0,008906
28,94246	-0,618093	0,010181
28,95246	-0,550543	0,008906
28,96246	-0,481717	0,00763
28,97246	-0,405244	0,010181
28,98246	-0,337693	0,005078
28,99246	-0,254848	0,010181
29,00246	-0,177101	0,010181
29,021477	-0,015233	0,005078
29,031477	0,07271	0,006354
29,041477	0,149183	0,008906
29,051477	0,224381	0,006354
29,061477	0,305952	0,006354
29,071477	0,384974	0,003802
29,081477	0,466545	0,002526
29,091477	0,545567	0,006354
29,101477	0,620765	0,006354
29,111477	0,693414	0,003802
29,136087	0,882047	0,003802
29,146087	0,961069	0,002526
29,156087	1,027345	0,008906
29,166087	1,091072	0,006354
29,176087	1,158623	0,008906
29,186087	1,221076	0,008906
29,196087	1,286078	0,008906
29,206087	1,349805	0,006354
29,216087	1,412258	0,003802
29,226087	1,49128	0,008906
29,248189	1,653147	0,006354
29,258189	1,72962	0,006354
29,268189	1,809916	0,010181
29,278189	1,888938	0,002526
29,288189	1,979431	0,008906
29,298189	2,054629	0,006354
29,308189	2,133651	0,002526
29,318189	2,210124	0,003802
29,328189	2,289146	0,003802
29,338189	2,364344	0,006354
29,36087	2,513466	0,008906
29,37087	2,574644	0,006354
29,38087	2,64092	0,003802
29,39087	2,705922	0,006354
29,40087	2,7671	0,006354
29,41087	2,828278	0,005078
29,42087	2,884358	0,002526
29,43087	2,946811	0,002526
29,44087	3,00544	0,002526
29,45087	3,065344	0,005078
29,480122	3,262898	0,005078
29,490122	3,324077	0,006354
29,500122	3,392902	0,002526
29,510122	3,460453	0,002526
29,520122	3,534377	0,008906
29,530122	3,604477	0,006354
29,540122	3,674577	0,002526
29,550122	3,7485	0,003802
29,560122	3,817326	0,006354
29,570122	3,892524	0,010181
29,599515	4,088804	0,008906
29,609515	4,148708	0,00763
29,619515	4,218808	0,006354
29,629515	4,282535	0,008906
29,639515	4,33989	0,002526
29,649515	4,402342	0,006354
29,659515	4,468619	0,008906
29,669515	4,519601	0,006354
29,679515	4,580779	0,002526
29,689515	4,640683	0,002526
29,712998	4,771961	0,006354
29,722998	4,833139	0,005078
29,732998	4,893043	0,008906
29,742998	4,949123	0,008906
29,752998	5,005203	0,008906
29,762998	5,060008	0,003802
29,772998	5,119912	0,003802
29,782998	5,177266	0,002526
29,792998	5,233346	0,010181
29,802998	5,284328	0,00763
29,819086	5,355703	0,003802
29,829086	5,400312	0,006354
29,839086	5,451294	0,008906
29,849086	5,499726	0,008906
29,859086	5,539237	0,006354
29,869086	5,583846	0,006354
29,879086	5,627181	0,006354
29,889086	5,673065	0,00763
29,899086	5,712576	0,006354
29,909086	5,752086	0,008906
29,923093	5,800519	0,006354
29,933093	5,836206	0,006354
29,943093	5,873168	0,008906
29,953093	5,906306	0,006354
29,963093	5,931797	0,010181
29,973093	5,968759	0,008906
29,983093	5,998074	0,008906
29,993093	6,02229	0,006354
30,003093	6,052879	0,006354
30,013093	6,079645	0,002526
30,031428	6,135725	0,002526
30,041428	6,172687	0,006354
30,051428	6,203276	0,008906
30,061428	6,236414	0,008906
30,071428	6,264454	0,006354
30,081428	6,293768	0,003802
30,091428	6,326907	0,006354
30,101428	6,357496	0,006354
30,111428	6,38681	0,006354
30,121428	6,408478	0,010181
30,143966	6,464558	0,005078
30,153966	6,486225	0,002526
30,163966	6,510441	0,003802
30,173966	6,533383	0,003802
30,183966	6,558874	0,001251
30,193966	6,581816	0,006354
30,203966	6,609856	0,006354
30,213966	6,630249	0,003802
30,223966	6,657014	0,002526
30,233966	6,685054	0,006354
30,251901	6,727114	0,00763
30,261901	6,752605	0,006354
30,271901	6,778096	0,008906
30,281901	6,798489	0,006354
30,291901	6,825254	0,008906
30,301901	6,839274	0,006354
30,311901	6,860941	0,006354
30,321901	6,880059	0,006354
30,331901	6,892805	0,006354
30,341901	6,918296	0,008906
30,355985	6,929767	0,006354
30,365985	6,950159	0,006354
30,375985	6,96163	0,001251
30,385985	6,976925	0,006354
30,395985	7,00369	0,006354
30,405985	7,011338	0,008906
30,415985	7,02026	0,002526
30,425985	7,039378	0,006354
30,435985	7,0483	0,006354
30,445985	7,061045	0,002526
30,470285	7,096732	0,005078
30,480285	7,117125	0,006354
30,490285	7,141341	0,006354
30,500285	7,163009	0,006354
30,510285	7,183401	0,005078
30,520285	7,197421	0,010181
30,530285	7,20252	0,006354
30,540285	7,206343	0,006354
30,550285	7,20252	0,003802
30,560285	7,208892	0,008906
30,590244	7,206343	0,006354
30,600244	7,203794	0,00763
30,610244	7,206343	0,002526
30,620244	7,20252	0,006354
30,630244	7,221638	0,008906
30,640244	7,23056	0,006354
30,650244	7,240756	0,005078
30,660244	7,245854	0,008906
30,670244	7,254776	0,006354
30,680244	7,261149	0,006354
30,702971	7,280267	0,010181
30,712971	7,28409	0,010181
30,722971	7,287914	0,008906
30,732971	7,291738	0,006354
30,742971	7,28664	0,006354
30,752971	7,294287	0,008906
30,762971	7,293012	0,006354
30,772971	7,290463	0,006354
30,782971	7,294287	0,008906
30,792971	7,294287	0,008906
30,811502	7,294287	0,008906
30,821502	7,294287	0,008906
30,831502	7,289189	0,003802
30,841502	7,290463	0,001251
30,851502	7,290463	0,006354
30,861502	7,290463	0,006354
30,871502	7,290463	0,006354
30,881502	7,287914	0,003802
30,891502	7,289189	0,006354
30,901502	7,296836	0,010181
30,928147	7,317229	0,005078
30,938147	7,3287	0,008906
30,948147	7,337621	0,005078
30,958147	7,347818	0,002526
30,968147	7,364387	0,005078
30,978147	7,373309	0,008906
30,988147	7,386054	0,008906
30,998147	7,400074	0,008906
31,008147	7,411545	0,006354
31,018147	7,428114	0,008906
31,047717	7,477821	0,002526
31,057717	7,504587	0,006354
31,067717	7,523705	0,006354
31,077717	7,541549	0,003802
31,087717	7,559392	0,003802
31,097717	7,579785	0,003802
31,107717	7,607825	0,006354
31,117717	7,634591	0,002526
31,127717	7,653709	0,002526
31,137717	7,680474	0,00763
31,159949	7,730182	0,008906
31,169949	7,742927	0,005078
31,179949	7,768418	0,006354
31,189949	7,793909	0,008906
31,199949	7,814302	0,006354
31,209949	7,830871	0,008906
31,219949	7,856362	0,008906
31,229949	7,874205	0,006354
31,239949	7,900971	0,006354
31,249949	7,911167	0,003802
31,267914	7,940482	0,005078
31,277914	7,950678	0,006354
31,287914	7,969796	0,008906
31,297914	7,988914	0,010181
31,307914	8,008033	0,006354
31,317914	8,022053	0,003802
31,327914	8,037347	0,008906
31,337914	8,050093	0,005078
31,347914	8,060289	0,008906
31,357914	8,074309	0,006354
31,375407	8,095976	0,008906
31,385407	8,108722	0,006354
31,395407	8,121467	0,006354
31,405407	8,12784	0,006354
31,415407	8,146958	0,010181
31,425407	8,159703	0,008906
31,435407	8,172449	0,002526
31,445407	8,190293	0,002526
31,455407	8,21196	0,008906
31,465407	8,233627	0,005078
31,493738	8,293531	0,008906
31,503738	8,319022	0,008906
31,513738	8,339414	0,010181
31,523738	8,361082	0,006354
31,533738	8,3802	0,008906
31,543738	8,399318	0,008906
31,553738	8,415887	0,005078
31,563738	8,433731	0,006354
31,573738	8,4503	0,006354
31,583738	8,471967	0,00763
31,61344	8,516576	0,006354
31,62344	8,529322	0,008906
31,63344	8,538244	0,002526
31,64344	8,549714	0,002526
31,65344	8,566284	0,002526
31,66344	8,575205	0,006354
31,67344	8,585402	0,00763
31,68344	8,589225	0,005078
31,69344	8,589225	0,006354
31,70344	8,591774	0,008906
31,733093	8,589225	0,002526
31,743093	8,587951	0,006354
31,753093	8,589225	0,006354
31,763093	8,589225	0,006354
31,773093	8,591774	0,008906
31,783093	8,5905	0,002526
31,793093	8,589225	0,006354
31,803093	8,591774	0,00763
31,813093	8,591774	0,006354
31,823093	8,594324	0,008906
31,844449	8,589225	0,003802
31,854449	8,589225	0,002526
31,864449	8,595598	0,006354
31,874449	8,591774	0,00763
31,884449	8,587951	0,00763
31,894449	8,594324	0,005078
31,904449	8,589225	0,00763
31,914449	8,591774	0,003802
31,924449	8,589225	0,006354
31,934449	8,587951	0,002526
31,947959	8,595598	0,008906
31,957959	8,595598	0,010181
31,967959	8,593049	0,005078
31,977959	8,584127	0,005078
31,987959	8,579029	0,008906
31,997959	8,565009	0,005078
32,007959	8,547165	0,005078
32,017959	8,517851	0,002526
32,027959	8,493634	0,005078
32,037959	8,461771	0,002526
32,053313	8,418436	0,006354
32,063313	8,381474	0,006354
32,073313	8,350885	0,006354
32,083313	8,322845	0,008906
32,093313	8,283334	0,002526
32,103313	8,251471	0,008906
32,113313	8,21196	0,006354
32,123313	8,166076	0,002526
32,133313	8,120193	0,003802
32,143313	8,065387	0,010181
32,166662	7,950678	0,002526
32,176662	7,906069	0,002526
32,186662	7,866558	0,005078
32,196662	7,828322	0,010181
32,206662	7,784987	0,006354
32,216662	7,73528	0,008906
32,226662	7,688122	0,006354
32,236662	7,635865	0,002526
32,246662	7,583609	0,006354
32,256662	7,533901	0,008906
32,284039	7,400074	0,008906
32,294039	7,347818	0,003802
32,304039	7,304483	0,010181
32,314039	7,249678	0,002526
32,324039	7,19997	0,008906
32,334039	7,14644	0,010181
32,344039	7,086536	0,006354
32,354039	7,033005	0,006354
32,364039	6,973101	0,002526
32,374039	6,927218	0,006354
32,394363	6,825254	0,003802
32,404363	6,77937	0,008906
32,414363	6,719467	0,006354
32,424363	6,663387	0,005078
32,434363	6,607307	0,005078
32,444363	6,549952	0,00763
32,454363	6,490048	0,002526
32,464363	6,439067	0,002526
32,474363	6,390634	0,002526
32,484363	6,334554	0,00763
32,502731	6,244061	0,008906
32,512731	6,186707	0,008906
32,522731	6,135725	0,006354
32,532731	6,075821	0,006354
32,542731	6,019741	0,006354
32,552731	5,964936	0,003802
32,562731	5,908856	0,003802
32,572731	5,857874	0,006354
32,582731	5,800519	0,002526
32,592731	5,743165	0,002526
32,615707	5,618259	0,006354
32,625707	5,555806	0,008906
32,635707	5,486981	0,006354
32,645707	5,41943	0,006354
32,655707	5,34933	0,010181
32,665707	5,269034	0,006354
32,675707	5,197659	0,006354
32,685707	5,126284	0,006354
32,695707	5,061283	0,002526
32,705707	4,991183	0,002526
32,734799	4,800001	0,006354
32,744799	4,726077	0,002526
32,754799	4,653428	0,003802
32,764799	4,583328	0,008906
32,774799	4,506855	0,003802
32,784799	4,436755	0,008906
32,794799	4,369204	0,006354
32,804799	4,305477	0,010181
32,814799	4,250671	0,006354
32,824799	4,192042	0,006354
32,852393	4,037822	0,008906
32,862393	3,983017	0,006354
32,872393	3,921839	0,006354
32,882393	3,870857	0,008906
32,892393	3,817326	0,006354
32,902393	3,76507	0,003802
32,912393	3,724284	0,003802
32,922393	3,6784	0,003802
32,932393	3,632517	0,006354
32,942393	3,59428	0,008906
32,973464	3,457904	0,008906
32,983464	3,406922	0,008906
32,993464	3,361039	0,006354
33,003464	3,304959	0,002526
33,013464	3,262898	0,006354
33,023464	3,213191	0,006354
33,033464	3,162209	0,002526
33,043464	3,115051	0,006354
33,053464	3,072991	0,005078
33,063464	3,01946	0,003802
33,087249	2,884358	0,002526
33,097249	2,832102	0,005078
33,107249	2,786218	0,008906
33,117249	2,732687	0,002526
33,127249	2,685529	0,008906
33,137249	2,624351	0,002526
33,147249	2,566996	0,002526
33,157249	2,508367	0,008906
33,167249	2,44464	0,002526
33,177249	2,375815	0,002526
33,206214	2,169338	0,002526
33,216214	2,101787	0,008906
33,226214	2,016393	0,002526
33,236214	1,942469	0,006354
33,246214	1,858349	0,00763
33,256214	1,779327	0,006354
33,266214	1,697756	0,002526
33,276214	1,621284	0,008906
33,286214	1,549909	0,006354
33,296214	1,487456	0,008906
33,319366	1,342158	0,008906
33,329366	1,283529	0,006354
33,339366	1,233822	0,002526
33,349366	1,180291	0,006354
33,359366	1,128034	0,00763
33,369366	1,061758	0,002526
33,379366	1,003129	0,005078
33,389366	0,941951	0,002526
33,399366	0,871851	0,00763
33,409366	0,8043	0,006354
33,428759	0,67812	0,005078
33,438759	0,62204	0,002526
33,448759	0,56596	0,008906
33,458759	0,506056	0,006354
33,468759	0,448701	0,008906
33,478759	0,393896	0,002526
33,488759	0,332718	0,00763
33,498759	0,279187	0,008906
33,508759	0,228205	0,006354
33,518759	0,17085	0,008906
33,537642	0,065063	0,002526
33,547642	0,007709	0,008906
33,557642	-0,048371	0,008906
33,567642	-0,101902	0,006354
33,577642	-0,154159	0,006354
33,587642	-0,20769	0,008906
33,597642	-0,259946	0,005078
33,607642	-0,302006	0,006354
33,617642	-0,346615	0,006354
33,627642	-0,384852	0,00763
33,655852	-0,472795	0,008906
33,665852	-0,503384	0,003802
33,675852	-0,53015	0,006354
33,685852	-0,562013	0,005078
33,695852	-0,595152	0,005078
33,705852	-0,624466	0,008906
33,715852	-0,653781	0,003802
33,725852	-0,681821	0,006354
33,735852	-0,704763	0,006354
33,745852	-0,728979	0,006354
33,768871	-0,78251	0,006354
33,778871	-0,804177	0,005078
33,788871	-0,830943	0,002526
33,798871	-0,856434	0,006354
33,808871	-0,888297	0,006354
33,818871	-0,912514	0,006354
33,828871	-0,925259	0,005078
33,838871	-0,959672	0,001251
33,848871	-0,982614	0,002526
33,858871	-1,003006	0,006354
33,887221	-1,066734	0,010181
33,897221	-1,094774	0,006354
33,907221	-1,112617	0,010181
33,917221	-1,13301	0,008906
33,927221	-1,152128	0,006354
33,937221	-1,164874	0,006354
33,947221	-1,18909	0,002526
33,957221	-1,21713	0,00763
33,967221	-1,237523	0,010181
33,977221	-1,25919	0,006354
34,002655	-1,308897	0,005078
34,012655	-1,326741	0,00763
34,022655	-1,345859	0,006354
34,032655	-1,353506	0,006354
34,042655	-1,35733	0,006354
34,052655	-1,375174	0,010181
34,062655	-1,378997	0,00763
34,072655	-1,384095	0,002526
34,082655	-1,381546	0,006354
34,092655	-1,381546	0,008906
34,122047	-1,377723	0,010181
34,132047	-1,376448	0,006354
34,142047	-1,376448	0,006354
34,152047	-1,376448	0,006354
34,162047	-1,372625	0,005078
34,172047	-1,370075	0,00763
34,182047	-1,362428	0,002526
34,192047	-1,350957	0,006354
34,202047	-1,339486	0,006354
34,212047	-1,322917	0,006354
34,235394	-1,277034	0,008906
34,245394	-1,261739	0,002526
34,255394	-1,222228	0,008906
34,265394	-1,18909	0,002526
34,275394	-1,153403	0,008906
34,285394	-1,130461	0,006354
34,295394	-1,097323	0,006354
34,305394	-1,057812	0,008906
34,315394	-1,018301	0,00763
34,325394	-0,966044	0,006354
34,353069	-0,832217	0,006354
34,363069	-0,78251	0,006354
34,373069	-0,725155	0,006354
34,383069	-0,675448	0,006354
34,393069	-0,618093	0,003802
34,403069	-0,553092	0,006354
34,413069	-0,489364	0,008906
34,423069	-0,425637	0,003802
34,433069	-0,358086	0,006354
34,443069	-0,286712	0,006354
34,469603	-0,092981	0,008906
34,479603	-0,027979	0,002526
34,489603	0,048494	0,006354
34,499603	0,119869	0,010181
34,509603	0,188694	0,008906
34,519603	0,263892	0,002526
34,529603	0,335267	0,005078
34,539603	0,406641	0,006354
34,549603	0,472918	0,006354
34,559603	0,545567	0,006354
34,58953	0,739298	0,006354
34,59953	0,800476	0,006354
34,60953	0,864203	0,002526
34,61953	0,931754	0,006354
34,62953	1,00058	0,006354
34,63953	1,061758	0,006354
34,64953	1,121662	0,008906
34,65953	1,184114	0,006354
34,66953	1,246567	0,006354
34,67953	1,310294	0,008906
34,702077	1,472162	0,006354
34,712077	1,538438	0,006354
34,722077	1,614911	0,006354
34,732077	1,688834	0,006354
34,742077	1,764033	0,006354
34,752077	1,843054	0,00763
34,762077	1,933547	0,006354
34,772077	2,018942	0,008906
34,782077	2,105611	0,006354
34,792077	2,197378	0,005078
34,810162	2,36052	0,005078
34,820162	2,445915	0,002526
34,830162	2,536407	0,010181
34,840162	2,61288	0,003802
34,850162	2,702098	0,008906
34,860162	2,777297	0,002526
34,870162	2,849946	0,010181
34,880162	2,917497	0,003802
34,890162	2,993969	0,006354
34,900162	3,06152	0,003802
34,918127	3,183877	0,010181
34,928127	3,253977	0,006354
34,938127	3,325351	0,006354
34,948127	3,399275	0,008906
34,958127	3,465551	0,002526
34,968127	3,536926	0,002526
34,978127	3,615948	0,008906
34,988127	3,683499	0,005078
34,998127	3,758697	0,006354
35,008127	3,827522	0,008906
35,038423	4,009782	0,006354
35,048423	4,065862	0,00763
35,058423	4,111746	0,002526
35,068423	4,158904	0,006354
35,078423	4,200964	0,008906
35,088423	4,234102	0,003802
35,098423	4,274888	0,006354
35,108423	4,309301	0,00763
35,118423	4,350086	0,005078
35,128423	4,379401	0,006354
35,157126	4,491561	0,002526
35,167126	4,531072	0,010181
35,177126	4,573132	0,00763
35,187126	4,616466	0,002526
35,197126	4,654703	0,005078
35,207126	4,699312	0,006354
35,217126	4,734999	0,006354
35,227126	4,778333	0,006354
35,237126	4,807648	0,00763
35,247126	4,850983	0,005078
35,277193	4,974614	0,006354
35,287193	5,021772	0,011457
35,297193	5,057459	0,008906
35,307193	5,099519	0,002526
35,317193	5,145403	0,002526
35,327193	5,192561	0,002526
35,337193	5,238444	0,002526
35,347193	5,290701	0,006354
35,357193	5,334035	0,006354
35,367193	5,368448	0,006354
35,39606	5,50355	0,002526
35,40606	5,560905	0,010181
35,41606	5,606788	0,005078
35,42606	5,664143	0,00763
35,43606	5,720223	0,006354
35,44606	5,768656	0,006354
35,45606	5,817088	0,006354
35,46606	5,862972	0,006354
35,47606	5,903757	0,006354
35,48606	5,949641	0,005078
35,500212	6,010819	0,010181
35,510212	6,043957	0,006354
35,520212	6,088567	0,003802
35,530212	6,131901	0,008906
35,540212	6,163765	0,006354
35,550212	6,199452	0,003802
35,560212	6,237688	0,010181
35,570212	6,273376	0,008906
35,580212	6,311612	0,010181
35,590212	6,340927	0,006354
35,609657	6,413576	0,005078
35,619657	6,449263	0,006354
35,629657	6,487499	0,006354
35,639657	6,528285	0,00763
35,649657	6,575443	0,008906
35,659657	6,609856	0,002526
35,669657	6,660838	0,008906
35,679657	6,704172	0,002526
35,689657	6,746232	0,006354
35,699657	6,790841	0,006354
35,721361	6,885158	0,006354
35,731361	6,922119	0,003802
35,741361	6,962905	0,005078
35,751361	6,990945	0,003802
35,761361	7,01771	0,003802
35,771361	7,0483	0,008906
35,781361	7,06232	0,002526
35,791361	7,082712	0,008906
35,801361	7,092909	0,006354
35,811361	7,106929	0,003802
35,847082	7,151538	0,006354
35,857082	7,165558	0,010181
35,867082	7,180852	0,006354
35,877082	7,196147	0,006354
35,887082	7,220363	0,00763
35,897082	7,239481	0,008906
35,907082	7,261149	0,00763
35,917082	7,285365	0,008906
35,927082	7,304483	0,002526
35,937082	7,333798	0,008906
35,956166	7,378407	0,008906
35,966166	7,3988	0,006354
35,976166	7,421741	0,00763
35,986166	7,449781	0,006354
35,996166	7,475272	0,00763
36,006166	7,508411	0,008906
36,016166	7,531352	0,005078
36,026166	7,555569	0,002526
36,036166	7,587432	0,010181
36,046166	7,614198	0,005078
36,059886	7,65116	0,010181
36,069886	7,675376	0,008906
36,079886	7,690671	0,003802
36,089886	7,719985	0,006354
36,099886	7,748025	0,006354
36,109886	7,77734	0,006354
36,119886	7,811752	0,003802
36,129886	7,849989	0,003802
36,139886	7,893323	0,002526
36,149886	7,934109	0,006354
36,16264	7,983816	0,003802
36,17264	8,034798	0,006354
36,18264	8,08578	0,006354
36,19264	8,143134	0,00763
36,20264	8,199214	0,010181
36,21264	8,250196	0,006354
36,22264	8,303727	0,00763
36,23264	8,353434	0,006354
36,24264	8,405691	0,008906
36,25264	8,442653	0,006354
36,266364	8,496184	0,010181
36,276364	8,526773	0,005078
36,286364	8,558636	0,003802
36,296364	8,5905	0,006354
36,306364	8,595598	0,008906
36,316364	8,587951	0,002526
36,326364	8,594324	0,010181
36,336364	8,591774	0,006354
36,346364	8,589225	0,002526
36,356364	8,591774	0,008906
36,379618	8,591774	0,006354
36,389618	8,587951	0,006354
36,399618	8,591774	0,008906
36,409618	8,587951	0,002526
36,419618	8,5905	0,006354
36,429618	8,587951	0,003802
36,439618	8,594324	0,008906
36,449618	8,587951	0,002526
36,459618	8,591774	0,010181
36,469618	8,587951	0,002526
36,487457	8,591774	0,006354
36,497457	8,593049	0,006354
36,507457	8,595598	0,006354
36,517457	8,587951	0,006354
36,527457	8,5905	0,008906
36,537457	8,594324	0,008906
36,547457	8,594324	0,006354
36,557457	8,579029	0,006354
36,567457	8,549714	0,006354
36,577457	8,512753	0,005078
36,608187	8,381474	0,005078
36,618187	8,336865	0,010181
36,628187	8,279511	0,002526
36,638187	8,228529	0,003802
36,648187	8,168625	0,002526
36,658187	8,103623	0,005078
36,668187	8,034798	0,006354
36,678187	7,964698	0,008906
36,688187	7,888225	0,006354
36,698187	7,813027	0,002526
36,721429	7,644787	0,003802
36,731429	7,577236	0,006354
36,741429	7,508411	0,00763
36,751429	7,438311	0,006354
36,761429	7,375858	0,008906
36,771429	7,307032	0,006354
36,781429	7,240756	0,008906
36,791429	7,177029	0,002526
36,801429	7,11585	0,002526
36,811429	7,055947	0,006354
36,833435	6,927218	0,003802
36,843435	6,871138	0,006354
36,853435	6,818881	0,008906
36,863435	6,75133	0,003802
36,873435	6,685054	0,002526
36,883435	6,628974	0,005078
36,893435	6,586914	0,008906
36,903435	6,54103	0,006354
36,913435	6,500245	0,008906
36,923435	6,464558	0,005078
